HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,
Preston,Sheffield United,0.00,0.00,0.00,0.00,20.00,8.00,5.00,1.00,15.00,4.00,7.00,4.00,2.00,0.00,0.00,0.00,
Colchester,Shrewsbury,1.00,0.00,0.00,0.00,12.00,6.00,2.00,5.00,12.00,9.00,8.00,1.00,0.00,1.00,0.00,0.00,
Crawley Town,Wolves,2.00,1.00,2.00,1.00,6.00,11.00,2.00,5.00,8.00,16.00,4.00,3.00,0.00,1.00,0.00,0.00,
Brentford,Coventry,3.00,1.00,2.00,1.00,13.00,9.00,5.00,4.00,13.00,12.00,7.00,8.00,1.00,2.00,0.00,0.00,
Colchester,Bristol City,2.00,2.00,0.00,1.00,15.00,10.00,8.00,5.00,10.00,13.00,3.00,3.00,0.00,3.00,0.00,0.00,
Gillingham,Crewe,1.00,3.00,1.00,1.00,16.00,14.00,6.00,7.00,10.00,11.00,11.00,11.00,2.00,3.00,0.00,1.00,
Notts County,Carlisle,4.00,1.00,2.00,0.00,15.00,9.00,8.00,4.00,9.00,21.00,4.00,4.00,1.00,2.00,0.00,0.00,
Oldham,Crawley Town,1.00,0.00,1.00,0.00,14.00,8.00,5.00,4.00,15.00,14.00,5.00,5.00,3.00,1.00,0.00,0.00,
Peterboro,Rotherham,0.00,1.00,0.00,1.00,6.00,12.00,3.00,4.00,10.00,9.00,5.00,6.00,1.00,1.00,0.00,0.00,
Port Vale,Tranmere,3.00,2.00,1.00,0.00,14.00,12.00,4.00,5.00,5.00,12.00,3.00,5.00,1.00,3.00,0.00,0.00,
Sheffield United,Wolves,0.00,2.00,0.00,1.00,10.00,11.00,4.00,3.00,3.00,18.00,6.00,3.00,0.00,6.00,0.00,0.00,
Shrewsbury,Bradford,2.00,1.00,0.00,0.00,15.00,6.00,6.00,4.00,13.00,11.00,9.00,6.00,1.00,1.00,0.00,0.00,
Stevenage,Milton Keynes Dons,2.00,3.00,2.00,0.00,7.00,13.00,3.00,5.00,9.00,11.00,8.00,10.00,1.00,1.00,0.00,0.00,
Swindon,Preston,1.00,0.00,0.00,0.00,10.00,8.00,7.00,3.00,16.00,19.00,8.00,8.00,2.00,4.00,0.00,0.00,
Walsall,Leyton Orient,1.00,1.00,1.00,0.00,10.00,8.00,3.00,6.00,8.00,13.00,5.00,6.00,0.00,3.00,0.00,0.00,
Bradford,Walsall,0.00,2.00,0.00,0.00,3.00,9.00,0.00,5.00,13.00,6.00,3.00,2.00,1.00,0.00,0.00,0.00,
Bristol City,Port Vale,5.00,0.00,4.00,0.00,14.00,8.00,7.00,3.00,11.00,13.00,8.00,5.00,1.00,1.00,0.00,1.00,
Carlisle,Shrewsbury,0.00,0.00,0.00,0.00,13.00,6.00,3.00,3.00,13.00,16.00,10.00,4.00,0.00,1.00,0.00,0.00,
Crawley Town,Sheffield United,0.00,2.00,0.00,1.00,11.00,5.00,4.00,3.00,11.00,11.00,4.00,2.00,1.00,2.00,0.00,0.00,
Crewe,Notts County,1.00,3.00,0.00,1.00,11.00,9.00,3.00,7.00,13.00,12.00,5.00,2.00,1.00,6.00,0.00,0.00,
Leyton Orient,Oldham,1.00,1.00,1.00,0.00,14.00,11.00,4.00,8.00,15.00,10.00,9.00,3.00,2.00,1.00,0.00,0.00,
Milton Keynes Dons,Gillingham,0.00,1.00,0.00,0.00,14.00,4.00,3.00,3.00,5.00,9.00,12.00,2.00,0.00,0.00,0.00,0.00,
Preston,Peterboro,3.00,1.00,1.00,1.00,22.00,4.00,5.00,3.00,8.00,15.00,7.00,6.00,1.00,3.00,0.00,0.00,
Rotherham,Brentford,3.00,0.00,2.00,0.00,11.00,7.00,4.00,4.00,13.00,12.00,4.00,7.00,2.00,1.00,0.00,0.00,
Tranmere,Swindon,1.00,2.00,1.00,1.00,9.00,6.00,3.00,3.00,2.00,13.00,4.00,6.00,1.00,1.00,0.00,0.00,
Wolves,Colchester,4.00,2.00,3.00,0.00,21.00,9.00,7.00,4.00,5.00,9.00,7.00,1.00,1.00,2.00,0.00,0.00,
Coventry,Stevenage,1.00,0.00,0.00,0.00,9.00,11.00,3.00,2.00,12.00,6.00,5.00,6.00,1.00,1.00,0.00,0.00,
Crewe,Coventry,1.00,2.00,0.00,1.00,18.00,8.00,7.00,3.00,9.00,19.00,16.00,3.00,0.00,7.00,0.00,0.00,
Leyton Orient,Bradford,0.00,1.00,0.00,1.00,10.00,9.00,2.00,4.00,8.00,13.00,8.00,5.00,0.00,4.00,0.00,0.00,
Milton Keynes Dons,Wolves,0.00,1.00,0.00,0.00,4.00,8.00,2.00,4.00,14.00,10.00,4.00,4.00,1.00,0.00,1.00,0.00,
Notts County,Colchester,2.00,0.00,2.00,0.00,14.00,24.00,6.00,5.00,9.00,11.00,10.00,9.00,0.00,1.00,0.00,0.00,
Oldham,Brentford,0.00,0.00,0.00,0.00,11.00,12.00,5.00,3.00,11.00,17.00,3.00,9.00,1.00,3.00,0.00,0.00,
Preston,Crawley Town,1.00,0.00,1.00,0.00,13.00,8.00,5.00,1.00,17.00,5.00,4.00,5.00,1.00,1.00,0.00,0.00,
Rotherham,Bristol City,2.00,1.00,1.00,0.00,10.00,9.00,4.00,4.00,5.00,9.00,3.00,6.00,0.00,2.00,0.00,0.00,
Stevenage,Port Vale,1.00,1.00,0.00,0.00,8.00,8.00,4.00,2.00,13.00,10.00,7.00,7.00,3.00,0.00,0.00,0.00,
Swindon,Sheffield United,2.00,1.00,1.00,0.00,3.00,12.00,2.00,6.00,18.00,11.00,4.00,8.00,5.00,1.00,0.00,0.00,
Tranmere,Carlisle,0.00,0.00,0.00,0.00,15.00,14.00,4.00,4.00,13.00,6.00,15.00,6.00,2.00,0.00,0.00,0.00,
Walsall,Shrewsbury,1.00,0.00,1.00,0.00,12.00,4.00,3.00,1.00,5.00,14.00,8.00,4.00,0.00,2.00,1.00,1.00,
Coventry,Bradford,0.00,0.00,0.00,0.00,2.00,11.00,1.00,3.00,11.00,9.00,2.00,4.00,0.00,0.00,0.00,0.00,
Port Vale,Crawley Town,2.00,1.00,0.00,1.00,7.00,10.00,4.00,4.00,9.00,6.00,1.00,4.00,0.00,1.00,1.00,1.00,
Sheffield United,Brentford,0.00,0.00,0.00,0.00,9.00,17.00,1.00,5.00,10.00,9.00,10.00,7.00,1.00,4.00,0.00,0.00,
Stevenage,Wolves,0.00,0.00,0.00,0.00,8.00,10.00,1.00,4.00,11.00,6.00,5.00,3.00,0.00,1.00,0.00,0.00,
Peterboro,Colchester,2.00,0.00,1.00,0.00,16.00,5.00,5.00,0.00,8.00,9.00,9.00,3.00,1.00,3.00,0.00,0.00,
Bradford,Oldham,2.00,3.00,1.00,2.00,8.00,7.00,2.00,5.00,11.00,13.00,1.00,4.00,2.00,3.00,0.00,0.00,
Brentford,Notts County,3.00,1.00,2.00,0.00,16.00,4.00,9.00,2.00,10.00,14.00,5.00,2.00,2.00,1.00,0.00,1.00,
Bristol City,Preston,1.00,1.00,0.00,0.00,8.00,13.00,3.00,4.00,12.00,7.00,7.00,3.00,2.00,1.00,0.00,0.00,
Carlisle,Swindon,1.00,0.00,1.00,0.00,6.00,11.00,2.00,4.00,9.00,11.00,7.00,9.00,0.00,2.00,1.00,0.00,
Colchester,Tranmere,1.00,2.00,1.00,1.00,19.00,11.00,6.00,5.00,8.00,12.00,10.00,11.00,1.00,3.00,0.00,0.00,
Coventry,Milton Keynes Dons,1.00,2.00,0.00,1.00,9.00,10.00,5.00,5.00,12.00,17.00,3.00,4.00,2.00,1.00,0.00,0.00,
Crawley Town,Crewe,1.00,2.00,0.00,1.00,13.00,7.00,4.00,5.00,10.00,11.00,7.00,1.00,3.00,2.00,0.00,0.00,
Gillingham,Rotherham,3.00,4.00,1.00,1.00,10.00,15.00,7.00,5.00,10.00,10.00,5.00,9.00,1.00,0.00,0.00,0.00,
Port Vale,Walsall,1.00,0.00,0.00,0.00,9.00,9.00,4.00,7.00,18.00,11.00,6.00,3.00,3.00,0.00,0.00,0.00,
Sheffield United,Leyton Orient,1.00,1.00,0.00,1.00,15.00,6.00,7.00,1.00,11.00,22.00,3.00,4.00,2.00,3.00,0.00,0.00,
Shrewsbury,Stevenage,1.00,0.00,0.00,0.00,13.00,9.00,8.00,6.00,10.00,13.00,11.00,4.00,1.00,5.00,1.00,0.00,
Wolves,Peterboro,2.00,0.00,0.00,0.00,14.00,5.00,7.00,2.00,8.00,18.00,6.00,4.00,1.00,2.00,0.00,0.00,
Brentford,Crawley Town,1.00,0.00,0.00,0.00,19.00,3.00,6.00,2.00,6.00,10.00,6.00,2.00,0.00,0.00,0.00,0.00,
Peterboro,Gillingham,2.00,0.00,1.00,0.00,14.00,6.00,8.00,1.00,8.00,12.00,7.00,6.00,0.00,2.00,0.00,0.00,
Sheffield United,Rotherham,1.00,0.00,0.00,0.00,8.00,7.00,2.00,3.00,6.00,14.00,7.00,3.00,1.00,2.00,0.00,0.00,
Rotherham,Bradford,0.00,0.00,0.00,0.00,12.00,7.00,4.00,3.00,8.00,10.00,7.00,1.00,0.00,1.00,0.00,0.00,
Crewe,Wolves,0.00,2.00,0.00,1.00,3.00,15.00,2.00,8.00,13.00,12.00,2.00,7.00,1.00,1.00,1.00,0.00,
Leyton Orient,Gillingham,5.00,1.00,4.00,0.00,15.00,7.00,9.00,2.00,8.00,10.00,5.00,3.00,1.00,1.00,0.00,0.00,
Milton Keynes Dons,Crawley Town,0.00,2.00,0.00,2.00,13.00,5.00,3.00,3.00,18.00,14.00,3.00,6.00,1.00,1.00,0.00,0.00,
Notts County,Port Vale,4.00,2.00,2.00,2.00,16.00,14.00,6.00,10.00,10.00,9.00,9.00,8.00,0.00,1.00,0.00,0.00,
Peterboro,Coventry,1.00,0.00,1.00,0.00,6.00,7.00,3.00,1.00,14.00,10.00,6.00,2.00,1.00,0.00,0.00,0.00,
Preston,Carlisle,6.00,1.00,2.00,1.00,19.00,3.00,10.00,2.00,15.00,5.00,6.00,5.00,2.00,0.00,0.00,0.00,
Stevenage,Colchester,2.00,3.00,1.00,1.00,9.00,11.00,4.00,5.00,7.00,9.00,3.00,5.00,2.00,0.00,0.00,0.00,
Swindon,Brentford,1.00,0.00,1.00,0.00,5.00,10.00,3.00,1.00,12.00,14.00,8.00,12.00,3.00,3.00,0.00,1.00,
Tranmere,Shrewsbury,2.00,1.00,1.00,0.00,9.00,9.00,3.00,4.00,13.00,13.00,2.00,1.00,2.00,1.00,0.00,0.00,
Walsall,Bristol City,0.00,1.00,0.00,1.00,16.00,5.00,5.00,3.00,11.00,13.00,5.00,4.00,1.00,2.00,0.00,0.00,
Crawley Town,Tranmere,2.00,0.00,1.00,0.00,9.00,9.00,2.00,6.00,8.00,10.00,4.00,4.00,2.00,1.00,0.00,0.00,
Bradford,Peterboro,1.00,0.00,1.00,0.00,15.00,8.00,7.00,2.00,9.00,13.00,1.00,6.00,2.00,4.00,0.00,0.00,
Brentford,Preston,1.00,0.00,1.00,0.00,17.00,8.00,3.00,2.00,13.00,25.00,9.00,4.00,1.00,0.00,0.00,1.00,
Bristol City,Notts County,2.00,1.00,1.00,1.00,10.00,17.00,5.00,6.00,19.00,9.00,5.00,8.00,2.00,1.00,0.00,0.00,
Carlisle,Walsall,1.00,1.00,1.00,0.00,9.00,19.00,2.00,7.00,10.00,10.00,5.00,5.00,1.00,3.00,0.00,0.00,
Colchester,Oldham,0.00,1.00,0.00,1.00,24.00,4.00,7.00,1.00,15.00,9.00,13.00,1.00,3.00,3.00,0.00,0.00,
Coventry,Swindon,1.00,2.00,1.00,1.00,10.00,17.00,2.00,6.00,14.00,14.00,2.00,11.00,1.00,2.00,0.00,0.00,
Crawley Town,Leyton Orient,2.00,1.00,1.00,1.00,11.00,13.00,6.00,4.00,7.00,9.00,5.00,6.00,0.00,0.00,0.00,0.00,
Gillingham,Tranmere,2.00,0.00,0.00,0.00,17.00,10.00,9.00,2.00,15.00,5.00,11.00,6.00,3.00,0.00,0.00,0.00,
Port Vale,Milton Keynes Dons,1.00,0.00,0.00,0.00,9.00,9.00,4.00,2.00,8.00,7.00,7.00,4.00,0.00,1.00,0.00,0.00,
Sheffield United,Stevenage,1.00,0.00,1.00,0.00,5.00,12.00,2.00,4.00,9.00,20.00,6.00,2.00,1.00,2.00,0.00,0.00,
Shrewsbury,Crewe,1.00,3.00,0.00,1.00,9.00,7.00,3.00,5.00,13.00,10.00,6.00,10.00,3.00,0.00,0.00,0.00,
Wolves,Rotherham,6.00,4.00,3.00,1.00,13.00,19.00,7.00,10.00,9.00,8.00,2.00,10.00,2.00,4.00,0.00,0.00,
Crewe,Colchester,0.00,0.00,0.00,0.00,8.00,15.00,5.00,4.00,8.00,13.00,5.00,4.00,0.00,2.00,0.00,0.00,
Leyton Orient,Wolves,1.00,3.00,0.00,2.00,17.00,19.00,9.00,7.00,11.00,8.00,7.00,4.00,2.00,2.00,0.00,0.00,
Milton Keynes Dons,Brentford,2.00,2.00,0.00,1.00,8.00,11.00,4.00,7.00,9.00,12.00,4.00,2.00,1.00,2.00,0.00,0.00,
Notts County,Crawley Town,1.00,0.00,1.00,0.00,9.00,15.00,5.00,8.00,7.00,13.00,9.00,9.00,0.00,2.00,0.00,0.00,
Oldham,Coventry,0.00,0.00,0.00,0.00,11.00,6.00,2.00,3.00,11.00,17.00,6.00,6.00,0.00,0.00,0.00,0.00,
Peterboro,Carlisle,4.00,1.00,1.00,0.00,17.00,10.00,8.00,5.00,13.00,10.00,8.00,5.00,2.00,1.00,0.00,0.00,
Preston,Shrewsbury,5.00,2.00,2.00,1.00,19.00,6.00,6.00,2.00,9.00,8.00,7.00,4.00,0.00,1.00,0.00,0.00,
Rotherham,Port Vale,1.00,0.00,0.00,0.00,10.00,3.00,5.00,1.00,10.00,10.00,7.00,8.00,2.00,1.00,1.00,0.00,
Stevenage,Bristol City,1.00,3.00,0.00,1.00,14.00,13.00,5.00,10.00,6.00,7.00,4.00,7.00,0.00,0.00,0.00,0.00,
Swindon,Bradford,1.00,0.00,0.00,0.00,10.00,2.00,6.00,1.00,10.00,12.00,8.00,2.00,1.00,1.00,0.00,0.00,
Tranmere,Sheffield United,0.00,0.00,0.00,0.00,15.00,8.00,4.00,1.00,4.00,18.00,7.00,4.00,0.00,1.00,0.00,0.00,
Walsall,Gillingham,1.00,1.00,0.00,0.00,13.00,9.00,5.00,5.00,5.00,9.00,9.00,5.00,1.00,2.00,0.00,0.00,
Port Vale,Sheffield United,1.00,2.00,0.00,0.00,5.00,11.00,3.00,6.00,9.00,8.00,5.00,9.00,1.00,0.00,0.00,0.00,
Bradford,Crawley Town,2.00,1.00,0.00,0.00,11.00,13.00,6.00,7.00,14.00,11.00,3.00,4.00,0.00,0.00,0.00,0.00,
Bristol City,Crewe,0.00,0.00,0.00,0.00,8.00,9.00,1.00,1.00,6.00,3.00,5.00,5.00,0.00,0.00,0.00,0.00,
Carlisle,Oldham,0.00,1.00,0.00,0.00,18.00,6.00,6.00,1.00,15.00,11.00,7.00,3.00,1.00,3.00,0.00,0.00,
Colchester,Brentford,4.00,1.00,3.00,1.00,11.00,6.00,7.00,3.00,18.00,13.00,3.00,4.00,2.00,1.00,0.00,0.00,
Coventry,Wolves,1.00,1.00,0.00,0.00,7.00,7.00,1.00,5.00,9.00,10.00,1.00,3.00,1.00,0.00,0.00,0.00,
Leyton Orient,Tranmere,2.00,0.00,1.00,0.00,14.00,8.00,8.00,3.00,13.00,8.00,3.00,11.00,1.00,3.00,0.00,0.00,
Notts County,Swindon,2.00,0.00,1.00,0.00,11.00,14.00,3.00,1.00,13.00,10.00,9.00,2.00,4.00,3.00,0.00,2.00,
Preston,Gillingham,3.00,1.00,1.00,1.00,22.00,7.00,7.00,3.00,14.00,10.00,9.00,1.00,0.00,0.00,0.00,0.00,
Rotherham,Milton Keynes Dons,2.00,2.00,0.00,1.00,22.00,7.00,7.00,6.00,10.00,8.00,2.00,2.00,0.00,3.00,0.00,1.00,
Shrewsbury,Peterboro,2.00,4.00,2.00,3.00,9.00,14.00,5.00,9.00,12.00,5.00,6.00,5.00,1.00,1.00,0.00,0.00,
Stevenage,Walsall,3.00,2.00,1.00,0.00,10.00,16.00,5.00,5.00,15.00,9.00,1.00,6.00,2.00,1.00,0.00,0.00,
Crawley Town,Carlisle,0.00,0.00,0.00,0.00,13.00,6.00,4.00,1.00,10.00,12.00,8.00,9.00,2.00,4.00,0.00,0.00,
Oldham,Sheffield United,1.00,1.00,1.00,0.00,14.00,15.00,4.00,4.00,14.00,11.00,5.00,8.00,1.00,1.00,0.00,0.00,
Brentford,Stevenage,2.00,0.00,0.00,0.00,12.00,5.00,7.00,2.00,10.00,13.00,6.00,3.00,1.00,2.00,0.00,0.00,
Crawley Town,Bristol City,1.00,1.00,1.00,0.00,18.00,6.00,7.00,3.00,10.00,9.00,9.00,5.00,0.00,1.00,0.00,0.00,
Crewe,Preston,2.00,1.00,1.00,0.00,8.00,13.00,3.00,5.00,13.00,16.00,5.00,6.00,1.00,1.00,0.00,0.00,
Gillingham,Shrewsbury,1.00,1.00,0.00,0.00,16.00,8.00,8.00,3.00,9.00,8.00,6.00,2.00,1.00,1.00,0.00,0.00,
Milton Keynes Dons,Leyton Orient,1.00,3.00,0.00,2.00,9.00,12.00,6.00,6.00,7.00,11.00,4.00,5.00,0.00,0.00,0.00,0.00,
Oldham,Notts County,1.00,1.00,0.00,0.00,11.00,14.00,7.00,6.00,13.00,12.00,7.00,5.00,1.00,0.00,1.00,0.00,
Peterboro,Port Vale,0.00,0.00,0.00,0.00,15.00,7.00,4.00,2.00,12.00,12.00,5.00,1.00,0.00,0.00,0.00,0.00,
Sheffield United,Coventry,2.00,1.00,0.00,1.00,12.00,8.00,7.00,3.00,10.00,11.00,2.00,4.00,1.00,3.00,0.00,0.00,
Swindon,Rotherham,1.00,2.00,0.00,2.00,9.00,6.00,5.00,2.00,10.00,12.00,6.00,2.00,0.00,0.00,0.00,0.00,
Tranmere,Bradford,1.00,2.00,1.00,0.00,7.00,14.00,3.00,5.00,9.00,12.00,7.00,7.00,0.00,1.00,1.00,0.00,
Walsall,Colchester,0.00,1.00,0.00,0.00,17.00,4.00,6.00,3.00,6.00,7.00,6.00,2.00,0.00,0.00,0.00,0.00,
Wolves,Carlisle,3.00,0.00,2.00,0.00,16.00,17.00,4.00,3.00,10.00,10.00,3.00,3.00,1.00,0.00,0.00,0.00,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
